node_id	reason	capacity	area_3857
8629396818	capacity_suspiciously_high	6	0
8754054567	capacity_suspiciously_high	6	0
9142208252	capacity_suspiciously_high	8	0
10657916365	capacity_suspiciously_high	16	0
8296131641	capacity_suspiciously_high	12	0
10576745587	capacity_suspiciously_high	6	0
10576745586	capacity_suspiciously_high	6	0
10576745584	capacity_suspiciously_high	6	0
10576745585	capacity_suspiciously_high	6	0
10576745588	capacity_suspiciously_high	6	0
10576745589	capacity_suspiciously_high	6	0
10657916361	capacity_suspiciously_high	8	0
8180563919	capacity_suspiciously_high	6	0
9142261998	capacity_suspiciously_high	8	0
10292294482	capacity_suspiciously_high	6	0
10576922127	capacity_suspiciously_high	6	0
10576922128	capacity_suspiciously_high	6	0
10576922126	capacity_suspiciously_high	6	0
10576922125	capacity_suspiciously_high	6	0
8178792048	capacity_suspiciously_high	6	0
10576922124	capacity_suspiciously_high	6	0
9887458285	capacity_suspiciously_high	6	0
3918525559	capacity_suspiciously_high	16	0
8928288717	capacity_suspiciously_high	8	0
8894696633	capacity_suspiciously_high	5	0
5865930431	capacity_suspiciously_high	7	0
9219672417	capacity_suspiciously_high	10	0
4439812550	capacity_suspiciously_high	6	0
6695430046	capacity_suspiciously_high	6	0
9223274282	capacity_suspiciously_high	8	0
9223309162	capacity_suspiciously_high	6	0
9223310984	capacity_suspiciously_high	6	0
6861546637	capacity_suspiciously_high	10	0
9870201389	capacity_suspiciously_high	8	0
9905556237	capacity_suspiciously_high	12	0
8048792360	capacity_suspiciously_high	22	0
4216961862	capacity_suspiciously_high	8	0
10293191309	capacity_suspiciously_high	6	0
8882234715	capacity_suspiciously_high	8	0
9677384152	capacity_suspiciously_high	8	0
9880617663	capacity_suspiciously_high	6	0
6683527641	capacity_suspiciously_high	8	0
8722546622	capacity_suspiciously_high	6	0
4890217219	capacity_suspiciously_high	8	0
9141900391	capacity_suspiciously_high	6	0
10589534631	capacity_suspiciously_high	8	0
4352181020	capacity_suspiciously_high	8	0
10565229781	capacity_suspiciously_high	22.8	0
10565063971	capacity_suspiciously_high	22.8	0
10565155545	capacity_suspiciously_high	22.8	0
10565026385	capacity_suspiciously_high	22.8	0
10565057190	capacity_suspiciously_high	22.8	0
3223209601	capacity_suspiciously_high	20.4	0
10565146760	capacity_suspiciously_high	22.8	0
10565069070	capacity_suspiciously_high	22.8	0
10565130744	capacity_suspiciously_high	22.8	0
10565123433	capacity_suspiciously_high	22.8	0
10565226764	capacity_suspiciously_high	22.8	0
10565253875	capacity_suspiciously_high	22.8	0
10565131630	capacity_suspiciously_high	22.8	0
10565011394	capacity_suspiciously_high	22.8	0
10565103783	capacity_suspiciously_high	22.8	0
10565113080	capacity_suspiciously_high	22.8	0
10565047983	capacity_suspiciously_high	22.8	0
10565141807	capacity_suspiciously_high	22.8	0
10565164929	capacity_suspiciously_high	22.8	0
10565127149	capacity_suspiciously_high	22.8	0
10565098211	capacity_suspiciously_high	22.8	0
10565072186	capacity_suspiciously_high	22.8	0
10565225629	capacity_suspiciously_high	22.8	0
10565122818	capacity_suspiciously_high	22.8	0
10565225814	capacity_suspiciously_high	22.8	0
10565198887	capacity_suspiciously_high	22.8	0
10565247742	capacity_suspiciously_high	22.8	0
10565247649	capacity_suspiciously_high	22.8	0
